trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,63,63_d_4.wav,41.0
2,2,TrialType.Czech,4,BlockType.Alternating,1,130,130_st_4.wav,42.0
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,42,42_d_4.wav,43.0
4,4,TrialType.Czech,4,BlockType.Alternating,1,133,133_st_4.wav,44.0
5,5,TrialType.Czech,1,BlockType.Homogenous,1,60,60_st_4.wav,11.0
6,6,TrialType.Czech,1,BlockType.Homogenous,1,108,108_st_4.wav,12.0
7,7,TrialType.Czech,1,BlockType.Homogenous,1,71,71_st_4.wav,13.0
8,8,TrialType.Czech,1,BlockType.Homogenous,1,33,33_st_4.wav,14.0
9,9,TrialType.Czech,2,BlockType.Alternating,1,120,120_st_4.wav,21.0
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,113,113_d_4.wav,22.0
11,11,TrialType.Czech,2,BlockType.Alternating,1,51,51_st_4.wav,23.0
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,127,127_d_4.wav,24.0
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,129,129_d_4.wav,31.0
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,94,94_d_4.wav,32.0
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,90,90_d_4.wav,33.0
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,122,122_d_4.wav,34.0
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,68,68_d_4.wav,41.0
18,18,TrialType.Czech,4,BlockType.Alternating,2,81,81_st_4.wav,42.0
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,44,44_d_4.wav,43.0
20,20,TrialType.Czech,4,BlockType.Alternating,2,76,76_st_4.wav,44.0
21,21,TrialType.Czech,1,BlockType.Homogenous,2,85,85_st_4.wav,11.0
22,22,TrialType.Czech,1,BlockType.Homogenous,2,47,47_st_4.wav,12.0
23,23,TrialType.Czech,1,BlockType.Homogenous,2,50,50_st_4.wav,13.0
24,24,TrialType.Czech,1,BlockType.Homogenous,2,36,36_st_4.wav,14.0
25,25,TrialType.Czech,2,BlockType.Alternating,2,52,52_st_4.wav,21.0
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,119,119_d_4.wav,22.0
27,27,TrialType.Czech,2,BlockType.Alternating,2,1,01_st_4.wav,23.0
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,15,15_d_4.wav,24.0
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,4,04_d_4.wav,31.0
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,69,69_d_4.wav,32.0
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,34,34_d_4.wav,33.0
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,5,05_d_4.wav,34.0
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,62,62_d_4.wav,41.0
34,34,TrialType.Czech,4,BlockType.Alternating,3,87,87_st_4.wav,42.0
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,23,23_d_4.wav,43.0
36,36,TrialType.Czech,4,BlockType.Alternating,3,45,45_st_4.wav,44.0
37,37,TrialType.Czech,1,BlockType.Homogenous,3,79,79_st_4.wav,11.0
38,38,TrialType.Czech,1,BlockType.Homogenous,3,39,39_st_4.wav,12.0
39,39,TrialType.Czech,1,BlockType.Homogenous,3,48,48_st_4.wav,13.0
40,40,TrialType.Czech,1,BlockType.Homogenous,3,58,58_st_4.wav,14.0
41,41,TrialType.Czech,2,BlockType.Alternating,3,84,84_st_4.wav,21.0
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,25,25_d_4.wav,22.0
43,43,TrialType.Czech,2,BlockType.Alternating,3,105,105_st_4.wav,23.0
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,57,57_d_4.wav,24.0
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,22,22_d_4.wav,31.0
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,61,61_d_4.wav,32.0
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,2,02_d_4.wav,33.0
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,8,08_d_4.wav,34.0
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,14,14_d_4.wav,41.0
50,50,TrialType.Czech,4,BlockType.Alternating,4,114,114_st_4.wav,42.0
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,92,92_d_4.wav,43.0
52,52,TrialType.Czech,4,BlockType.Alternating,4,99,99_st_4.wav,44.0
53,53,TrialType.Czech,1,BlockType.Homogenous,4,118,118_st_4.wav,11.0
54,54,TrialType.Czech,1,BlockType.Homogenous,4,121,121_st_4.wav,12.0
55,55,TrialType.Czech,1,BlockType.Homogenous,4,3,03_st_4.wav,13.0
56,56,TrialType.Czech,1,BlockType.Homogenous,4,56,56_st_4.wav,14.0
57,57,TrialType.Czech,2,BlockType.Alternating,4,54,54_st_4.wav,21.0
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,26,26_d_4.wav,22.0
59,59,TrialType.Czech,2,BlockType.Alternating,4,125,125_st_4.wav,23.0
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,106,106_d_4.wav,24.0
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,132,132_d_4.wav,31.0
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,80,80_d_4.wav,32.0
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,116,116_d_4.wav,33.0
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,46,46_d_4.wav,34.0
