trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus
1,1,TrialType.Czech,1,BlockType.Homogenous,1,97,97_st_4.wav
2,2,TrialType.Czech,1,BlockType.Homogenous,1,69,69_st_4.wav
3,3,TrialType.Czech,1,BlockType.Homogenous,1,70,70_st_4.wav
4,4,TrialType.Czech,1,BlockType.Homogenous,1,72,72_st_4.wav
5,5,TrialType.Czech,2,BlockType.Alternating,1,55,55_st_4.wav
6,6,TrialType.Ostrava,2,BlockType.Alternating,1,43,43_d_4.wav
7,7,TrialType.Czech,2,BlockType.Alternating,1,46,46_st_4.wav
8,8,TrialType.Ostrava,2,BlockType.Alternating,1,87,87_d_4.wav
9,9,TrialType.Ostrava,3,BlockType.Homogenous,1,103,103_d_4.wav
10,10,TrialType.Ostrava,3,BlockType.Homogenous,1,80,80_d_4.wav
11,11,TrialType.Ostrava,3,BlockType.Homogenous,1,52,52_d_4.wav
12,12,TrialType.Ostrava,3,BlockType.Homogenous,1,4,04_d_4.wav
13,13,TrialType.Ostrava,4,BlockType.Alternating,1,59,59_d_4.wav
14,14,TrialType.Czech,4,BlockType.Alternating,1,122,122_st_4.wav
15,15,TrialType.Ostrava,4,BlockType.Alternating,1,63,63_d_4.wav
16,16,TrialType.Czech,4,BlockType.Alternating,1,114,114_st_4.wav
17,17,TrialType.Czech,1,BlockType.Homogenous,2,22,22_st_4.wav
18,18,TrialType.Czech,1,BlockType.Homogenous,2,79,79_st_4.wav
19,19,TrialType.Czech,1,BlockType.Homogenous,2,96,96_st_4.wav
20,20,TrialType.Czech,1,BlockType.Homogenous,2,129,129_st_4.wav
21,21,TrialType.Czech,2,BlockType.Alternating,2,47,47_st_4.wav
22,22,TrialType.Ostrava,2,BlockType.Alternating,2,93,93_d_4.wav
23,23,TrialType.Czech,2,BlockType.Alternating,2,37,37_st_4.wav
24,24,TrialType.Ostrava,2,BlockType.Alternating,2,67,67_d_4.wav
25,25,TrialType.Ostrava,3,BlockType.Homogenous,2,99,99_d_4.wav
26,26,TrialType.Ostrava,3,BlockType.Homogenous,2,123,123_d_4.wav
27,27,TrialType.Ostrava,3,BlockType.Homogenous,2,34,34_d_4.wav
28,28,TrialType.Ostrava,3,BlockType.Homogenous,2,94,94_d_4.wav
29,29,TrialType.Ostrava,4,BlockType.Alternating,2,41,41_d_4.wav
30,30,TrialType.Czech,4,BlockType.Alternating,2,17,17_st_4.wav
31,31,TrialType.Ostrava,4,BlockType.Alternating,2,104,104_d_4.wav
32,32,TrialType.Czech,4,BlockType.Alternating,2,38,38_st_4.wav
33,33,TrialType.Czech,1,BlockType.Homogenous,3,130,130_st_4.wav
34,34,TrialType.Czech,1,BlockType.Homogenous,3,26,26_st_4.wav
35,35,TrialType.Czech,1,BlockType.Homogenous,3,42,42_st_4.wav
36,36,TrialType.Czech,1,BlockType.Homogenous,3,39,39_st_4.wav
37,37,TrialType.Czech,2,BlockType.Alternating,3,29,29_st_4.wav
38,38,TrialType.Ostrava,2,BlockType.Alternating,3,76,76_d_4.wav
39,39,TrialType.Czech,2,BlockType.Alternating,3,62,62_st_4.wav
40,40,TrialType.Ostrava,2,BlockType.Alternating,3,5,05_d_4.wav
41,41,TrialType.Ostrava,3,BlockType.Homogenous,3,88,88_d_4.wav
42,42,TrialType.Ostrava,3,BlockType.Homogenous,3,40,40_d_4.wav
43,43,TrialType.Ostrava,3,BlockType.Homogenous,3,84,84_d_4.wav
44,44,TrialType.Ostrava,3,BlockType.Homogenous,3,111,111_d_4.wav
45,45,TrialType.Ostrava,4,BlockType.Alternating,3,11,11_d_4.wav
46,46,TrialType.Czech,4,BlockType.Alternating,3,57,57_st_4.wav
47,47,TrialType.Ostrava,4,BlockType.Alternating,3,35,35_d_4.wav
48,48,TrialType.Czech,4,BlockType.Alternating,3,107,107_st_4.wav
49,49,TrialType.Czech,1,BlockType.Homogenous,4,89,89_st_4.wav
50,50,TrialType.Czech,1,BlockType.Homogenous,4,23,23_st_4.wav
51,51,TrialType.Czech,1,BlockType.Homogenous,4,91,91_st_4.wav
52,52,TrialType.Czech,1,BlockType.Homogenous,4,112,112_st_4.wav
53,53,TrialType.Czech,2,BlockType.Alternating,4,119,119_st_4.wav
54,54,TrialType.Ostrava,2,BlockType.Alternating,4,116,116_d_4.wav
55,55,TrialType.Czech,2,BlockType.Alternating,4,78,78_st_4.wav
56,56,TrialType.Ostrava,2,BlockType.Alternating,4,125,125_d_4.wav
57,57,TrialType.Ostrava,3,BlockType.Homogenous,4,56,56_d_4.wav
58,58,TrialType.Ostrava,3,BlockType.Homogenous,4,1,01_d_4.wav
59,59,TrialType.Ostrava,3,BlockType.Homogenous,4,106,106_d_4.wav
60,60,TrialType.Ostrava,3,BlockType.Homogenous,4,66,66_d_4.wav
61,61,TrialType.Ostrava,4,BlockType.Alternating,4,48,48_d_4.wav
62,62,TrialType.Czech,4,BlockType.Alternating,4,8,08_st_4.wav
63,63,TrialType.Ostrava,4,BlockType.Alternating,4,61,61_d_4.wav
64,64,TrialType.Czech,4,BlockType.Alternating,4,118,118_st_4.wav
